dundasChartControl1_DRG_DataRowGrouping1_label,dundasChartControl1_DRG_DataRowGrouping1_dundasChartControl1_DCG_Period1_label,dundasChartControl1_DRG_DataRowGrouping1_dundasChartControl1_DCG_Period1_Value_X,dundasChartControl1_DRG_DataRowGrouping1_dundasChartControl1_DCG_Period1_Value_Y
Ajankohta,2.10.2023,3 kk,"3,951"
Ajankohta,2.10.2023,6 kk,"4,138"
Ajankohta,2.10.2023,12 kk,"4,198"
Ajankohta,29.9.2023,1 vko,"3,872"
Ajankohta,29.9.2023,1 kk,"3,847"
Ajankohta,29.9.2023,3 kk,"3,952"
Ajankohta,29.9.2023,6 kk,"4,125"
Ajankohta,29.9.2023,12 kk,"4,228"
Ajankohta,28.9.2023,1 vko,"3,892"
Ajankohta,28.9.2023,1 kk,"3,845"
Ajankohta,28.9.2023,3 kk,"3,955"
Ajankohta,28.9.2023,6 kk,"4,125"
Ajankohta,28.9.2023,12 kk,"4,221"
Ajankohta,27.9.2023,1 vko,"3,881"
Ajankohta,27.9.2023,1 kk,"3,858"
Ajankohta,27.9.2023,3 kk,"3,972"
Ajankohta,27.9.2023,6 kk,"4,136"
Ajankohta,27.9.2023,12 kk,"4,200"
Ajankohta,26.9.2023,1 vko,"3,882"
Ajankohta,26.9.2023,1 kk,"3,843"
Ajankohta,26.9.2023,3 kk,"3,941"
Ajankohta,26.9.2023,6 kk,"4,090"
Ajankohta,26.9.2023,12 kk,"4,199"
Ajankohta,25.9.2023,1 vko,"3,883"
Ajankohta,25.9.2023,1 kk,"3,865"
Ajankohta,25.9.2023,3 kk,"3,977"
Ajankohta,25.9.2023,6 kk,"4,122"
Ajankohta,25.9.2023,12 kk,"4,208"
Ajankohta,22.9.2023,1 vko,"3,875"
Ajankohta,22.9.2023,1 kk,"3,872"
Ajankohta,22.9.2023,3 kk,"3,958"
Ajankohta,22.9.2023,6 kk,"4,082"
Ajankohta,22.9.2023,12 kk,"4,213"
Ajankohta,21.9.2023,1 vko,"3,895"
Ajankohta,21.9.2023,1 kk,"3,869"
Ajankohta,21.9.2023,3 kk,"3,955"
Ajankohta,21.9.2023,6 kk,"4,072"
Ajankohta,21.9.2023,12 kk,"4,224"
Ajankohta,20.9.2023,1 vko,"3,878"
Ajankohta,20.9.2023,1 kk,"3,834"
Ajankohta,20.9.2023,3 kk,"3,934"
Ajankohta,20.9.2023,6 kk,"4,070"
Ajankohta,20.9.2023,12 kk,"4,222"
Ajankohta,19.9.2023,1 vko,"3,777"
Ajankohta,19.9.2023,1 kk,"3,891"
Ajankohta,19.9.2023,3 kk,"3,934"
Ajankohta,19.9.2023,6 kk,"4,071"
Ajankohta,19.9.2023,12 kk,"4,216"
Ajankohta,18.9.2023,1 vko,"3,715"
Ajankohta,18.9.2023,1 kk,"3,762"
Ajankohta,18.9.2023,3 kk,"3,903"
Ajankohta,18.9.2023,6 kk,"4,066"
Ajankohta,18.9.2023,12 kk,"4,191"
Ajankohta,15.9.2023,1 vko,"3,690"
Ajankohta,15.9.2023,1 kk,"3,762"
Ajankohta,15.9.2023,3 kk,"3,878"
Ajankohta,15.9.2023,6 kk,"4,055"
Ajankohta,15.9.2023,12 kk,"4,169"
Ajankohta,14.9.2023,1 vko,"3,674"
Ajankohta,14.9.2023,1 kk,"3,725"
Ajankohta,14.9.2023,3 kk,"3,867"
Ajankohta,14.9.2023,6 kk,"4,040"
Ajankohta,14.9.2023,12 kk,"4,159"
Ajankohta,13.9.2023,1 vko,"3,651"
Ajankohta,13.9.2023,1 kk,"3,675"
Ajankohta,13.9.2023,3 kk,"3,845"
Ajankohta,13.9.2023,6 kk,"3,999"
Ajankohta,13.9.2023,12 kk,"4,112"
Ajankohta,12.9.2023,1 vko,"3,632"
Ajankohta,12.9.2023,1 kk,"3,699"
Ajankohta,12.9.2023,3 kk,"3,824"
Ajankohta,12.9.2023,6 kk,"3,968"
Ajankohta,12.9.2023,12 kk,"4,103"
Ajankohta,11.9.2023,1 vko,"3,639"
Ajankohta,11.9.2023,1 kk,"3,662"
Ajankohta,11.9.2023,3 kk,"3,822"
Ajankohta,11.9.2023,6 kk,"3,970"
Ajankohta,11.9.2023,12 kk,"4,081"
Ajankohta,8.9.2023,1 vko,"3,659"
Ajankohta,8.9.2023,1 kk,"3,682"
Ajankohta,8.9.2023,3 kk,"3,800"
Ajankohta,8.9.2023,6 kk,"3,952"
Ajankohta,8.9.2023,12 kk,"4,086"
Ajankohta,7.9.2023,1 vko,"3,645"
Ajankohta,7.9.2023,1 kk,"3,670"
Ajankohta,7.9.2023,3 kk,"3,799"
Ajankohta,7.9.2023,6 kk,"3,938"
Ajankohta,7.9.2023,12 kk,"4,078"
Ajankohta,6.9.2023,1 vko,"3,628"
Ajankohta,6.9.2023,1 kk,"3,651"
Ajankohta,6.9.2023,3 kk,"3,795"
Ajankohta,6.9.2023,6 kk,"3,929"
Ajankohta,6.9.2023,12 kk,"4,051"
Ajankohta,5.9.2023,1 vko,"3,622"
Ajankohta,5.9.2023,1 kk,"3,625"
Ajankohta,5.9.2023,3 kk,"3,802"
Ajankohta,5.9.2023,6 kk,"3,938"
Ajankohta,5.9.2023,12 kk,"4,068"
Ajankohta,4.9.2023,1 vko,"3,636"
Ajankohta,4.9.2023,1 kk,"3,636"
Ajankohta,4.9.2023,3 kk,"3,798"
Ajankohta,4.9.2023,6 kk,"3,955"
Ajankohta,4.9.2023,12 kk,"4,049"
Ajankohta,1.9.2023,1 vko,"3,642"
Ajankohta,1.9.2023,1 kk,"3,639"
Ajankohta,1.9.2023,3 kk,"3,770"
Ajankohta,1.9.2023,6 kk,"3,934"
Ajankohta,1.9.2023,12 kk,"4,055"

